Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Efficiency_Cost_Index,Campaign_Effectiveness_Ratio,Capacity_vs_Generation,City_Target_Encoded,Waste Type_E-Waste,Waste Type_Hazardous,Waste Type_Organic,Waste Type_Plastic,Disposal Method_Incineration,Disposal Method_Landfill,Disposal Method_Recycling,Geo_Cluster_1,Geo_Cluster_2,Geo_Cluster_3,Geo_Cluster_4
1527,57,6465,8,2550,16,45318,2019,0.0031360250882007056,0.0024744819053510673,29.658376963350786,53.68,1,0,0,0,0,0,1,0,1,0,0
7646,43,6465,7,2784,6,45318,2019,0.0025134649910233393,0.0009279307145066501,5.926245586504511,53.68,0,0,0,0,0,0,1,0,1,0,0
5064,42,6465,6,3973,14,45318,2019,0.001509813789632612,0.0021651716671821837,8.947285291214214,53.68,0,1,0,0,0,1,0,0,1,0,0
8803,59,6465,7,2822,11,45318,2020,0.002479631597591215,0.0017012063099288586,5.147432985006815,53.68,0,0,0,1,0,0,0,0,1,0,0
5168,58,6465,10,2637,14,45318,2020,0.0037907505686125853,0.0021651716671821837,8.767266395821242,53.68,0,0,1,0,1,0,0,0,1,0,0
5159,80,6465,6,1313,2,45318,2020,0.0045662100456621,0.0003093102381688834,8.782558139534883,53.68,1,0,0,0,0,1,0,0,1,0,0
6671,33,6465,5,4664,0,45318,2020,0.0010718113612004287,0.0,6.79226618705036,53.68,0,0,0,0,0,1,0,0,1,0,0
4228,37,6465,8,1756,17,45318,2020,0.004553215708594195,0.002629137024435509,10.716008512650745,53.68,0,1,0,0,0,0,0,0,1,0,0
2807,34,6465,8,4034,11,45318,2021,0.001982651796778191,0.0017012063099288586,16.13888888888889,53.68,0,0,0,1,1,0,0,0,1,0,0
9348,64,6465,5,4209,2,45318,2021,0.0011876484560570072,0.0003093102381688834,4.847363354369452,53.68,0,0,1,0,1,0,0,0,1,0,0
2294,51,6465,9,1560,12,45318,2021,0.005765534913516977,0.0018558614290133002,19.74640522875817,53.68,1,0,0,0,0,0,1,0,1,0,0
3487,38,6465,10,4208,8,45318,2021,0.0023758612497030173,0.0012372409526755336,12.992545871559633,53.68,0,0,0,0,0,0,0,0,1,0,0
5907,68,6465,9,4668,16,45318,2021,0.001927607624759049,0.0024744819053510673,7.670616113744076,53.68,0,1,0,0,1,0,0,0,1,0,0
5409,62,6465,10,2956,14,45318,2022,0.0033818058843422386,0.0021651716671821837,8.376709796672827,53.68,0,0,0,1,0,0,1,0,1,0,0
549,59,6465,5,1345,1,45318,2022,0.003714710252600297,0.0001546551190844417,82.39636363636363,53.68,0,0,1,0,0,0,1,0,1,0,0
7810,61,6465,7,2751,7,45318,2022,0.002543604651162791,0.0010825858335910918,5.8018179490462165,53.68,1,0,0,0,0,0,1,0,1,0,0
2243,45,6465,5,2903,10,45318,2022,0.001721763085399449,0.001546551190844417,20.1951871657754,53.68,0,0,0,0,0,0,1,0,1,0,0
2721,58,6465,9,3965,17,45318,2022,0.0022692889561270802,0.002629137024435509,16.648787656135195,53.68,0,1,0,0,1,0,0,0,1,0,0
5660,76,6465,5,4168,4,45318,2023,0.0011993283761093788,0.0006186204763377668,8.005299417064123,53.68,0,0,0,1,0,0,0,0,1,0,0
1908,66,6465,9,2321,6,45318,2023,0.003875968992248062,0.0009279307145066501,23.73913043478261,53.68,0,0,1,0,0,0,1,0,1,0,0
2888,51,6465,5,3432,1,45318,2023,0.0014564520827264782,0.0001546551190844417,15.686396677050883,53.68,1,0,0,0,0,0,0,0,1,0,0
1852,50,6465,5,3720,4,45318,2023,0.0013437248051599033,0.0006186204763377668,24.456556934700487,53.68,0,0,0,0,0,1,0,0,1,0,0
1919,41,6465,7,3313,3,45318,2023,0.002112251056125528,0.00046396535725332506,23.603125,53.68,0,1,0,0,1,0,0,0,1,0,0
8397,75,7976,8,1994,0,79314,2019,0.0040100250626566416,0.0,9.444391521790903,61.92,0,0,0,1,0,1,0,0,0,1,0
8173,80,7976,10,4646,17,79314,2019,0.002151925973746503,0.0021311269900965274,9.703205285050158,61.92,0,0,1,0,0,0,0,0,0,1,0
837,81,7976,5,740,15,79314,2019,0.006747638326585695,0.00188040616773223,94.64677804295943,61.92,1,0,0,0,0,0,1,0,0,1,0
5671,55,7976,7,550,14,79314,2019,0.012704174228675136,0.0017550457565500815,13.98342736248237,61.92,0,0,0,0,1,0,0,0,0,1,0
8242,76,7976,6,2504,4,79314,2019,0.0023952095808383233,0.0005014416447285947,9.621982288001941,61.92,0,1,0,0,0,1,0,0,0,1,0
3849,45,7976,10,2749,20,79314,2020,0.0036363636363636364,0.0025072082236429734,20.60103896103896,61.92,0,0,0,1,0,0,1,0,0,1,0
7387,42,7976,9,3131,10,79314,2020,0.0028735632183908046,0.0012536041118214867,10.735517054683271,61.92,0,0,1,0,0,0,1,0,0,1,0
1864,61,7976,6,878,12,79314,2020,0.006825938566552901,0.001504324934185784,42.527613941018764,61.92,1,0,0,0,1,0,0,0,0,1,0
1153,52,7976,9,2917,13,79314,2020,0.003084304318026045,0.001629685345367933,68.72963604852686,61.92,0,0,0,0,0,0,0,0,0,1,0
4781,36,7976,10,3637,2,79314,2020,0.002748763056624519,0.00025072082236429733,16.58594730238394,61.92,0,1,0,0,0,0,0,0,0,1,0
7531,75,7976,5,4035,5,79314,2021,0.001238850346878097,0.0006268020559107434,10.530270844397238,61.92,0,0,0,1,0,0,1,0,0,1,0
619,75,7976,8,2547,7,79314,2021,0.0031397174254317113,0.0008775228782750407,127.9258064516129,61.92,0,0,1,0,0,0,1,0,0,1,0
2201,67,7976,8,4068,13,79314,2021,0.001966085033177685,0.001629685345367933,36.01907356948229,61.92,1,0,0,0,1,0,0,0,0,1,0
8601,62,7976,7,3571,13,79314,2021,0.001959686450167973,0.001629685345367933,9.220413857242502,61.92,0,0,0,0,1,0,0,0,0,1,0
7991,68,7976,6,2290,2,79314,2021,0.0026189436927106066,0.00025072082236429733,9.924174174174174,61.92,0,1,0,0,0,0,0,0,0,1,0
9980,61,7976,6,2451,16,79314,2022,0.0024469820554649264,0.0020057665789143786,7.946498346859032,61.92,0,0,0,1,1,0,0,0,0,1,0
9254,60,7976,7,2642,9,79314,2022,0.0026485054861899358,0.0011282437006393381,8.569854132901135,61.92,0,0,1,0,0,0,0,0,0,1,0
1352,59,7976,6,1699,11,79314,2022,0.0035294117647058825,0.0013789645230036355,58.62084257206208,61.92,1,0,0,0,1,0,0,0,0,1,0
525,73,7976,10,1044,16,79314,2022,0.009569377990430622,0.0020057665789143786,150.78707224334602,61.92,0,0,0,0,0,0,0,0,0,1,0
9283,30,7976,8,2811,5,79314,2022,0.002844950213371266,0.0006268020559107434,8.5430848772081,61.92,0,1,0,0,0,1,0,0,0,1,0
3202,67,7976,6,934,18,79314,2023,0.006417112299465241,0.0022564874012786762,24.762410240399625,61.92,0,0,0,1,0,1,0,0,0,1,0
805,69,7976,9,3000,18,79314,2023,0.002999000333222259,0.0022564874012786762,98.40446650124069,61.92,0,0,1,0,0,1,0,0,0,1,0
862,64,7976,5,4718,2,79314,2023,0.0010595465140919686,0.00025072082236429733,91.90498261877173,61.92,1,0,0,0,1,0,0,0,0,1,0
526,63,7976,6,2877,9,79314,2023,0.0020847810979847115,0.0011282437006393381,150.50094876660341,61.92,0,0,0,0,0,1,0,0,0,1,0
6410,52,7976,6,1372,13,79314,2023,0.004369992716678805,0.001629685345367933,12.371548900327562,61.92,0,1,0,0,1,0,0,0,0,1,0
2972,74,8678,5,2681,4,69241,2019,0.0018642803877703207,0.0004608825901601567,23.289942818701647,58.32,0,0,0,1,0,1,0,0,1,0,0
8621,38,8678,9,583,5,69241,2019,0.015410958904109588,0.0005761032377001959,8.03073532823011,58.32,0,0,1,0,0,1,0,0,1,0,0
7345,63,8678,9,4668,11,69241,2019,0.001927607624759049,0.0012674271229404308,9.42567383610128,58.32,1,0,0,0,0,0,1,0,1,0,0
1412,62,8678,9,3885,18,69241,2019,0.0023160061760164694,0.002073971655720705,49.00283085633404,58.32,0,0,0,0,0,1,0,0,1,0,0
8937,81,8678,10,3296,7,69241,2019,0.003033060357901122,0.0008065445327802742,7.746811367196241,58.32,0,1,0,0,0,1,0,0,1,0,0
9041,43,8678,6,4975,1,69241,2020,0.0012057877813504824,0.00011522064754003918,7.6577084715770845,58.32,0,0,0,1,0,0,0,0,1,0,0
3139,43,8678,5,876,7,69241,2020,0.005701254275940707,0.0008065445327802742,22.05127388535032,58.32,0,0,1,0,0,0,0,0,1,0,0
3515,38,8678,10,1984,15,69241,2020,0.005037783375314861,0.0017283097131005876,19.69311717861206,58.32,1,0,0,0,0,0,1,0,1,0,0
5767,31,8678,8,2861,3,69241,2020,0.002795248078266946,0.0003456619426201175,12.004334257975035,58.32,0,0,0,0,0,0,1,0,1,0,0
7678,63,8678,9,859,3,69241,2020,0.010465116279069767,0.0003456619426201175,9.016929287667665,58.32,0,1,0,0,0,0,1,0,1,0,0
6762,72,8678,10,1588,10,69241,2021,0.0062932662051604785,0.0011522064754003918,10.238207895904184,58.32,0,0,0,1,0,0,0,0,1,0,0
5285,39,8678,10,4781,13,69241,2021,0.002091175240485153,0.0014978684180205093,13.098940597805525,58.32,0,0,1,0,1,0,0,0,1,0,0
8336,49,8678,8,3267,13,69241,2021,0.0024479804161566705,0.0014978684180205093,8.305265683099437,58.32,1,0,0,0,0,1,0,0,1,0,0
5808,68,8678,5,1939,19,69241,2021,0.002577319587628866,0.002189192303260744,11.919607505594767,58.32,0,0,0,0,1,0,0,0,1,0,0
4330,42,8678,9,1341,10,69241,2021,0.0067064083457526085,0.0011522064754003918,15.987300854306165,58.32,0,1,0,0,0,0,0,0,1,0,0
3119,75,8678,10,2130,6,69241,2022,0.004692632566870014,0.000691323885240235,22.192628205128205,58.32,0,0,0,1,1,0,0,0,1,0,0
6898,53,8678,9,4725,10,69241,2022,0.0019043588658484976,0.0011522064754003918,10.036382084360053,58.32,0,0,1,0,0,1,0,0,1,0,0
8336,78,8678,9,4294,14,69241,2022,0.0020954598370197903,0.0016130890655605484,8.305265683099437,58.32,1,0,0,0,0,1,0,0,1,0,0
6754,85,8678,5,4132,0,69241,2022,0.0012097749818533753,0.0,10.250333086602517,58.32,0,0,0,0,0,0,1,0,1,0,0
1636,66,8678,9,1708,4,69241,2022,0.0052662375658279695,0.0004608825901601567,42.29749541844838,58.32,0,1,0,0,0,0,1,0,1,0,0
8158,68,8678,9,2719,13,69241,2023,0.0033088235294117647,0.0014978684180205093,8.486456673611963,58.32,0,0,0,1,0,0,0,0,1,0,0
8781,42,8678,10,3510,18,69241,2023,0.0028481913984619764,0.002073971655720705,7.884422682760191,58.32,0,0,1,0,0,0,1,0,1,0,0
528,58,8678,6,4978,11,69241,2023,0.0012050612572805785,0.0012674271229404308,130.89035916824196,58.32,1,0,0,0,0,0,1,0,1,0,0
4118,42,8678,9,4647,13,69241,2023,0.00193631669535284,0.0014978684180205093,16.810148094197622,58.32,0,0,0,0,0,0,0,0,1,0,0
1096,85,8678,7,3839,8,69241,2023,0.0018229166666666667,0.0009217651803203134,63.118505013673655,58.32,0,1,0,0,0,0,1,0,1,0,0
3173,73,4629,6,2350,2,82082,2019,0.002552105487026797,0.00043196544276457883,25.860743541272843,57.24,0,0,0,1,0,1,0,0,0,0,1
9052,51,4629,5,3074,8,82082,2019,0.0016260162601626016,0.0017278617710583153,9.066828675577156,57.24,0,0,1,0,1,0,0,0,0,0,1
8371,48,4629,6,3392,16,82082,2019,0.0017683465959328027,0.0034557235421166306,9.804347826086957,57.24,1,0,0,0,1,0,0,0,0,0,1
8300,38,4629,9,2900,14,82082,2019,0.0031023784901758012,0.003023758099352052,9.888206240212023,57.24,0,0,0,0,1,0,0,0,0,0,1
5567,34,4629,10,1466,10,82082,2019,0.006816632583503749,0.0021598272138228943,14.741738505747126,57.24,0,1,0,0,1,0,0,0,0,0,1
3622,65,4629,5,794,1,82082,2020,0.006289308176100629,0.00021598272138228941,22.65581010212531,57.24,0,0,0,1,1,0,0,0,0,0,1
1942,45,4629,7,4606,15,82082,2020,0.001519426958975472,0.0032397408207343412,42.24498198661863,57.24,0,0,1,0,0,0,1,0,0,0,1
5575,75,4629,7,4423,19,82082,2020,0.0015822784810126582,0.004103671706263499,14.720588235294118,57.24,1,0,0,0,0,1,0,0,0,0,1
6444,80,4629,9,2562,6,82082,2020,0.00351150994927819,0.0012958963282937365,12.735764158262219,57.24,0,0,0,0,0,0,0,0,0,0,1
6628,64,4629,6,687,5,82082,2020,0.00872093023255814,0.0010799136069114472,12.382259767687435,57.24,0,1,0,0,0,0,1,0,0,0,1
9624,33,4629,8,2599,6,82082,2021,0.003076923076923077,0.0012958963282937365,8.528,57.24,0,0,0,1,0,0,1,0,0,0,1
8838,46,4629,5,4626,12,82082,2021,0.001080613788631943,0.002591792656587473,9.286344609118679,57.24,0,0,1,0,0,0,0,0,0,0,1
5525,56,4629,8,3618,4,82082,2021,0.0022105554020447637,0.0008639308855291577,14.853782120883098,57.24,1,0,0,0,0,0,1,0,0,0,1
3884,79,4629,7,2966,4,82082,2021,0.0023592854735422987,0.0008639308855291577,21.127927927927928,57.24,0,0,0,0,0,0,1,0,0,0,1
9466,35,4629,6,1261,10,82082,2021,0.004754358161648178,0.0021598272138228943,8.670328509559523,57.24,0,1,0,0,1,0,0,0,0,0,1
5109,81,4629,8,4121,2,82082,2022,0.0019408054342552159,0.00043196544276457883,16.063013698630137,57.24,0,0,0,1,0,1,0,0,0,0,1
692,64,4629,6,4055,15,82082,2022,0.0014792899408284023,0.0032397408207343412,118.44444444444444,57.24,0,0,1,0,0,1,0,0,0,0,1
3467,69,4629,5,2682,18,82082,2022,0.0018635855385762206,0.0038876889848812094,23.668396770472896,57.24,1,0,0,0,0,0,1,0,0,0,1
4511,58,4629,8,1093,12,82082,2022,0.007312614259597806,0.002591792656587473,18.191932624113477,57.24,0,0,0,0,1,0,0,0,0,0,1
1924,58,4629,7,2386,8,82082,2022,0.002932551319648094,0.0017278617710583153,42.64,57.24,0,1,0,0,1,0,0,0,0,0,1
6020,56,4629,5,4148,0,82082,2023,0.001205109664979513,0.0,13.632619166251454,57.24,0,0,0,1,1,0,0,0,0,0,1
915,35,4629,9,1199,3,82082,2023,0.0075,0.0006479481641468683,89.60917030567686,57.24,0,0,1,0,1,0,0,0,0,0,1
7460,70,4629,7,3020,14,82082,2023,0.0023171135385633896,0.003023758099352052,11.001474333199303,57.24,1,0,0,0,1,0,0,0,0,0,1
1500,33,4629,10,3125,17,82082,2023,0.003198976327575176,0.00367170626349892,54.684876748834114,57.24,0,0,0,0,0,0,1,0,0,0,1
7256,85,4629,8,2170,3,82082,2023,0.0036849378166743437,0.0006479481641468683,11.310734463276836,57.24,0,1,0,0,0,1,0,0,0,0,1
9131,49,7178,9,3049,1,56989,2019,0.0029508196721311475,0.0001392951664577239,6.240582566798072,60.2,0,0,0,1,0,0,0,0,1,0,0
6719,54,7178,9,3521,5,56989,2019,0.002555366269165247,0.0006964758322886195,8.480505952380952,60.2,0,0,1,0,0,0,1,0,1,0,0
3618,77,7178,9,3695,0,56989,2019,0.002435064935064935,0.0,15.74716772589113,60.2,1,0,0,0,0,1,0,0,1,0,0
3999,76,7178,10,2118,3,56989,2019,0.004719207173194903,0.0004178854993731718,14.24725,60.2,0,0,0,0,0,1,0,0,1,0,0
7972,83,7178,9,3749,4,56989,2019,0.0024,0.0005571806658308956,7.1477486516994855,60.2,0,1,0,0,1,0,0,0,1,0,0
3668,52,7178,9,2987,2,56989,2020,0.0030120481927710845,0.0002785903329154478,15.532570182611066,60.2,0,0,0,1,1,0,0,0,1,0,0
1404,54,7178,10,2848,10,56989,2020,0.00351000351000351,0.001392951664577239,40.56156583629893,60.2,0,0,1,0,0,0,1,0,1,0,0
3264,38,7178,7,3661,10,56989,2020,0.0019115237575095577,0.001392951664577239,17.454517611026034,60.2,1,0,0,0,0,0,0,0,1,0,0
9061,38,7178,10,2436,18,56989,2020,0.004103405826836274,0.0025073129962390303,6.28878834694328,60.2,0,0,0,0,0,1,0,0,1,0,0
1623,66,7178,10,3495,6,56989,2020,0.002860411899313501,0.0008357709987463436,35.091748768472904,60.2,0,1,0,0,0,1,0,0,1,0,0
4686,69,7178,7,3910,8,56989,2021,0.0017898235745333673,0.0011143613316617913,12.158950288030724,60.2,0,0,0,1,0,0,0,0,1,0,0
6212,68,7178,10,3901,3,56989,2021,0.0025627883136852894,0.0004178854993731718,9.17254144535651,60.2,0,0,1,0,1,0,0,0,1,0,0
936,55,7178,8,1580,2,56989,2021,0.005060088551549652,0.0002785903329154478,60.82070437566702,60.2,1,0,0,0,0,0,0,0,1,0,0
4476,36,7178,5,3950,12,56989,2021,0.0012655024044545685,0.001671541997492687,12.729283002010275,60.2,0,0,0,0,0,0,1,0,1,0,0
3060,56,7178,9,807,1,56989,2021,0.011138613861386138,0.0001392951664577239,18.617771969944464,60.2,0,1,0,0,0,1,0,0,1,0,0
7018,77,7178,6,1216,16,56989,2022,0.0049301561216105174,0.0022287226633235825,8.119247756090612,60.2,0,0,0,1,1,0,0,0,1,0,0
5497,75,7178,5,3723,14,56989,2022,0.0013426423200859291,0.001950132330408135,10.365405602037104,60.2,0,0,1,0,0,0,1,0,1,0,0
1919,82,7178,6,3446,0,56989,2022,0.0017406440382941688,0.0,29.681770833333335,60.2,1,0,0,0,0,1,0,0,1,0,0
7834,52,7178,9,2512,20,56989,2022,0.003581376840429765,0.002785903329154478,7.27364390555201,60.2,0,0,0,0,0,0,0,0,1,0,0
1168,69,7178,7,2332,11,56989,2022,0.0030004286326618087,0.001532246831034963,48.75021385799829,60.2,0,1,0,0,1,0,0,0,1,0,0
2925,47,7178,6,4347,13,56989,2023,0.0013799448022079118,0.001810837163950411,19.47676008202324,60.2,0,0,0,1,0,0,1,0,1,0,0
5457,78,7178,10,4807,12,56989,2023,0.0020798668885191347,0.001671541997492687,10.44137046537193,60.2,0,0,1,0,0,0,1,0,1,0,0
1978,52,7178,9,4091,6,56989,2023,0.0021994134897360706,0.0008357709987463436,28.79686710459828,60.2,1,0,0,0,1,0,0,0,1,0,0
4495,56,7178,9,510,5,56989,2023,0.01761252446183953,0.0006964758322886195,12.675489323843417,60.2,0,0,0,0,1,0,0,0,1,0,0
6404,46,7178,8,4365,20,56989,2023,0.0018323408153916628,0.002785903329154478,8.897580015612803,60.2,0,1,0,0,0,1,0,0,1,0,0
4584,34,2929,10,1334,16,63245,2019,0.00749063670411985,0.005460750853242321,13.793893129770993,56.56,0,0,0,1,0,0,1,1,0,0,0
9096,36,2929,7,2013,0,63245,2019,0.003475670307845084,0.0,6.952291964383863,56.56,0,0,1,0,0,0,1,1,0,0,0
5832,37,2929,8,2774,8,63245,2019,0.002882882882882883,0.0027303754266211604,10.842619578261615,56.56,1,0,0,0,1,0,0,1,0,0,0
5695,71,2929,5,4042,0,63245,2019,0.0012367054167697256,0.0,11.103405898876405,56.56,0,0,0,0,0,0,0,1,0,0,0
8192,67,2929,10,896,1,63245,2019,0.011148272017837236,0.00034129692832764505,7.719394605150739,56.56,0,1,0,0,0,0,0,1,0,0,0
4415,84,2929,10,2881,20,63245,2020,0.0034698126301179735,0.006825938566552901,14.321784420289855,56.56,0,0,0,1,0,0,1,1,0,0,0
1400,69,2929,6,4894,10,63245,2020,0.0012257405515832482,0.0034129692832764505,45.14275517487509,56.56,0,0,1,0,0,0,0,1,0,0,0
4872,30,2929,8,4052,17,63245,2020,0.0019738465334320256,0.005802047781569966,12.978657910937821,56.56,1,0,0,0,0,0,0,1,0,0,0
2776,33,2929,10,3767,17,63245,2020,0.002653927813163482,0.005802047781569966,22.774576881526826,56.56,0,0,0,0,1,0,0,1,0,0,0
3134,84,2929,10,2582,11,63245,2020,0.0038714672861014324,0.0037542662116040954,20.17384370015949,56.56,0,1,0,0,0,0,1,1,0,0,0
4744,55,2929,8,516,0,63245,2021,0.015473887814313346,0.0,13.32876712328767,56.56,0,0,0,1,0,1,0,1,0,0,0
9216,69,2929,7,4245,7,63245,2021,0.0016486104569006124,0.002389078498293515,6.861777150916784,56.56,0,0,1,0,1,0,0,1,0,0,0
1598,82,2929,9,911,18,63245,2021,0.009868421052631578,0.0061433447098976105,39.552845528455286,56.56,1,0,0,0,0,0,1,1,0,0,0
5393,64,2929,10,1361,16,63245,2021,0.007342143906020558,0.005460750853242321,11.725064886911383,56.56,0,0,0,0,1,0,0,1,0,0,0
9699,73,2929,6,1196,7,63245,2021,0.005012531328320802,0.002389078498293515,6.520103092783505,56.56,0,1,0,0,1,0,0,1,0,0,0
7882,32,2929,7,4400,4,63245,2022,0.0015905476028175414,0.0013651877133105802,8.022960801725231,56.56,0,0,0,1,0,0,1,1,0,0,0
6136,37,2929,6,2258,9,63245,2022,0.0026560424966799467,0.0030716723549488053,10.305523871598501,56.56,0,0,1,0,0,1,0,1,0,0,0
6465,84,2929,7,3257,17,63245,2022,0.002148557397176182,0.005802047781569966,9.781163006495515,56.56,1,0,0,0,0,0,0,1,0,0,0
6834,47,2929,8,3071,11,63245,2022,0.0026041666666666665,0.0037542662116040954,9.253108997805413,56.56,0,0,0,0,0,0,1,1,0,0,0
9685,39,2929,10,2012,16,63245,2022,0.004967709885742673,0.005460750853242321,6.529527152591369,56.56,0,1,0,0,1,0,0,1,0,0,0
3659,77,2929,9,1759,17,63245,2023,0.005113636363636364,0.005802047781569966,17.280054644808743,56.56,0,0,0,1,0,0,0,1,0,0,0
9946,72,2929,10,3566,15,63245,2023,0.0028034763106251754,0.005119453924914676,6.358198451794511,56.56,0,0,1,0,0,0,0,1,0,0,0
3729,45,2929,8,1187,20,63245,2023,0.006734006734006734,0.006825938566552901,16.955764075067023,56.56,1,0,0,0,0,0,0,1,0,0,0
613,40,2929,6,2691,11,63245,2023,0.002228826151560178,0.0037542662116040954,103.00488599348535,56.56,0,0,0,0,0,1,0,1,0,0,0
9869,53,2929,10,3250,11,63245,2023,0.0030759766225776685,0.0037542662116040954,6.407801418439717,56.56,0,1,0,0,0,1,0,1,0,0,0
3388,64,23232,7,3849,12,62818,2019,0.0018181818181818182,0.0005165066930658977,18.535851283564472,58.44,0,0,0,1,0,0,1,0,0,0,0
4416,40,23232,5,1296,13,62818,2019,0.0038550501156515036,0.0005595489174880558,14.221870047543582,58.44,0,0,1,0,0,0,1,0,0,0,0
5512,65,23232,8,2052,18,62818,2019,0.003896736483195324,0.0007747600395988464,11.39452203881734,58.44,1,0,0,0,0,0,1,0,0,0,0
1618,66,23232,6,3335,14,62818,2019,0.0017985611510791368,0.0006025911419102139,38.80049413218036,58.44,0,0,0,0,1,0,0,0,0,0,0
5601,44,23232,10,549,13,62818,2019,0.01818181818181818,0.0005595489174880558,11.213495180292753,58.44,0,1,0,0,0,0,0,0,0,0,0
2457,59,23232,8,1467,16,62818,2020,0.005449591280653951,0.0006886755907545302,25.556550040683483,58.44,0,0,0,1,0,0,1,0,0,0,0
3427,41,23232,8,2693,17,62818,2020,0.002969561989606533,0.0007317178151766883,18.32497082847141,58.44,0,0,1,0,0,0,1,0,0,0,0
581,64,23232,10,1245,12,62818,2020,0.008025682182985553,0.0005165066930658977,107.93470790378007,58.44,1,0,0,0,0,0,1,0,0,0,0
3412,69,23232,8,2332,12,62818,2020,0.0034290612944706386,0.0005165066930658977,18.405508350424846,58.44,0,0,0,0,1,0,0,0,0,0,0
4374,47,23232,6,1541,7,62818,2020,0.0038910505836575876,0.00030129557095510696,14.3584,58.44,0,1,0,0,0,0,1,0,0,0,0
8303,77,23232,6,778,11,62818,2021,0.007702182284980745,0.00047346446864373953,7.564788053949903,58.44,0,0,0,1,0,0,0,0,0,0,0
1800,67,23232,7,1361,10,62818,2021,0.005139500734214391,0.00043042224422158135,34.87951138256524,58.44,0,0,1,0,0,0,1,0,0,0,0
959,83,23232,10,4555,1,62818,2021,0.0021949078138718174,4.3042224422158136e-05,65.43541666666667,58.44,1,0,0,0,0,0,1,0,0,0,0
7305,44,23232,5,2973,8,62818,2021,0.0016812373907195697,0.0003443377953772651,8.598138516287982,58.44,0,0,0,0,0,0,1,0,0,0,0
2669,85,23232,10,2793,17,62818,2021,0.0035790980672870437,0.0007317178151766883,23.527340823970036,58.44,0,1,0,0,1,0,0,0,0,0,0
3136,37,23232,8,4999,1,62818,2022,0.0016,4.3042224422158136e-05,20.024864520242268,58.44,0,0,0,1,1,0,0,0,0,0,0
8212,59,23232,5,4516,5,62818,2022,0.0011069293779056896,0.00021521112211079067,7.648605868744673,58.44,0,0,1,0,0,1,0,0,0,0,0
9144,38,23232,10,1079,11,62818,2022,0.009259259259259259,0.00047346446864373953,6.8691088026243845,58.44,1,0,0,0,0,1,0,0,0,0,0
3077,71,23232,8,2851,13,62818,2022,0.002805049088359046,0.0005595489174880558,20.4087069525666,58.44,0,0,0,0,1,0,0,0,0,0,0
3626,38,23232,7,2629,3,62818,2022,0.002661596958174905,0.00012912667326647441,17.319547835676868,58.44,0,1,0,0,1,0,0,0,0,0,0
9686,69,23232,9,3744,15,62818,2023,0.002403204272363151,0.000645633366332372,6.48477340765975,58.44,0,0,0,1,0,1,0,0,0,0,0
5600,55,23232,8,1074,7,62818,2023,0.0074418604651162795,0.00030129557095510696,11.215497232637029,58.44,0,0,1,0,0,0,0,0,0,0,0
6532,77,23232,5,3045,10,62818,2023,0.0016414970453053185,0.00043042224422158135,9.615490586254401,58.44,1,0,0,0,0,1,0,0,0,0,0
7574,41,23232,8,691,20,62818,2023,0.011560693641618497,0.0008608444884431627,8.292805280528054,58.44,0,0,0,0,0,0,0,0,0,0,0
2256,61,23232,9,1350,3,62818,2023,0.006661732050333087,0.00012912667326647441,27.8325210456358,58.44,0,1,0,0,1,0,0,0,0,0,0
8741,53,19454,9,1385,12,51929,2019,0.006493506493506494,0.0006168080185042405,5.940173873255548,56.16,0,0,0,1,0,1,0,1,0,0,0
6764,40,19454,8,4083,6,51929,2019,0.0019588638589618022,0.00030840400925212025,7.676127124907612,56.16,0,0,1,0,0,0,0,1,0,0,0
8320,53,19454,10,2290,14,51929,2019,0.004364906154517678,0.000719609354921614,6.240716260064896,56.16,1,0,0,0,1,0,0,1,0,0,0
8475,33,19454,5,4852,2,51929,2019,0.0010302905419328251,0.00010280133641737343,6.126592732420954,56.16,0,0,0,0,0,1,0,1,0,0,0
8167,55,19454,6,3261,15,51929,2019,0.0018393623543838135,0.0007710100231303007,6.357615083251714,56.16,0,1,0,0,1,0,0,1,0,0,0
8700,79,19454,5,2505,2,51929,2020,0.0019952114924181963,0.00010280133641737343,5.968164578784048,56.16,0,0,0,1,0,0,1,1,0,0,0
5760,60,19454,8,3266,4,51929,2020,0.002448729721456994,0.00020560267283474686,9.013886478042007,56.16,0,0,1,0,0,0,0,1,0,0,0
7043,50,19454,7,4625,3,51929,2020,0.0015131863380890619,0.00015420200462606013,7.372089721749006,56.16,1,0,0,0,0,1,0,1,0,0,0
7206,74,19454,9,3529,4,51929,2020,0.0025495750708215297,0.00020560267283474686,7.205355903982239,56.16,0,0,0,0,0,1,0,1,0,0,0
9740,55,19454,5,3197,2,51929,2020,0.0015634771732332708,0.00010280133641737343,5.330972179447695,56.16,0,1,0,0,1,0,0,1,0,0,0
6503,79,19454,8,2647,16,51929,2021,0.0030211480362537764,0.0008224106913389874,7.984163591635916,56.16,0,0,0,1,0,1,0,1,0,0,0
9455,66,19454,7,2762,13,51929,2021,0.0025334781035106766,0.0006682086867129273,5.49164551607445,56.16,0,0,1,0,0,1,0,1,0,0,0
4955,31,19454,6,4887,15,51929,2021,0.0012274959083469722,0.0007710100231303007,10.478006456820015,56.16,1,0,0,0,0,1,0,1,0,0,0
